user_id,persona,n_transactions
U0093_f1357d,seasonal_farmer,71
U0094_baef73,seasonal_farmer,93
U0095_53a9f1,thin_file_new_user,17
U0096_3e60a5,seasonal_farmer,80
U0097_29dd90,stable_shop_owner,244
U0098_290f35,stable_shop_owner,234
U0099_d21492,fraud_gaming,82
U0100_dc383c,fraud_gaming,73
U0101_28b43f,thin_file_new_user,22
U0102_9bc630,stable_shop_owner,241
U0103_4fe794,fraud_gaming,84
U0104_ce7886,risky_irregular,141
U0105_6a65f7,thin_file_new_user,25
U0106_3f421b,seasonal_farmer,74
U0107_525d3c,stable_shop_owner,253
U0108_87aa12,stable_shop_owner,245
U0109_ad36d2,fraud_gaming,88
U0110_57c7e6,gig_worker,328
U0111_ecb3ea,stable_shop_owner,211
U0112_482adc,seasonal_farmer,84
U0113_8cd536,gig_worker,311
U0114_0a5839,stable_shop_owner,250
U0115_8c73aa,risky_irregular,116
U0116_c2fd42,risky_irregular,176
U0117_823c3d,thin_file_new_user,28
U0118_dbd87c,seasonal_farmer,83
U0119_1dd10a,thin_file_new_user,28
U0120_c51655,gig_worker,324
U0121_2a4066,thin_file_new_user,26
U0122_fbc549,stable_shop_owner,273
U0123_f18f49,seasonal_farmer,65
U0124_67732e,stable_shop_owner,264
U0125_cddd06,gig_worker,313
U0126_9f46cc,seasonal_farmer,74
U0127_0995c5,stable_shop_owner,193
U0128_6e510a,stable_shop_owner,259
U0129_86890f,gig_worker,323
U0130_71e9f6,stable_shop_owner,268
U0131_a3966e,fraud_gaming,62
U0132_b00160,gig_worker,324
U0133_cad8c0,seasonal_farmer,108
U0134_81a5af,gig_worker,376
U0135_8906d1,stable_shop_owner,261
U0136_c187d4,fraud_gaming,54
U0137_00001b,gig_worker,352
U0138_2c8057,risky_irregular,147
U0139_71f505,stable_shop_owner,282
U0140_e1b0bd,gig_worker,294
U0141_d17788,gig_worker,283
U0142_f1f4ff,fraud_gaming,67
U0143_b9d99b,gig_worker,305
U0144_b3c8b1,gig_worker,293
U0145_74db62,stable_shop_owner,265
U0146_02e525,seasonal_farmer,72
U0147_5fe8cc,gig_worker,355
U0148_8bfde0,seasonal_farmer,50
U0149_e52907,stable_shop_owner,248
U0150_d13851,risky_irregular,151
U0151_8ba9ed,risky_irregular,145
U0152_620960,stable_shop_owner,247
U0153_ca4578,gig_worker,296
U0154_df5c31,stable_shop_owner,235
U0155_93f955,thin_file_new_user,33
U0156_0d95ff,stable_shop_owner,253
U0157_fc0be6,thin_file_new_user,26
U0158_ca0dbc,thin_file_new_user,22
U0159_96fde7,risky_irregular,157
U0160_b3561c,stable_shop_owner,270
U0161_26f437,fraud_gaming,59
U0162_f7fceb,stable_shop_owner,242
U0163_cce6e2,stable_shop_owner,287
U0164_f10fcc,gig_worker,297
U0165_1ad760,seasonal_farmer,69
U0166_846e1b,risky_irregular,176
U0167_8019d2,risky_irregular,145
U0168_846c2f,seasonal_farmer,92
U0169_ca1d09,fraud_gaming,62
U0170_0daf0e,stable_shop_owner,248
U0171_89d49a,gig_worker,323
U0172_54ebe2,stable_shop_owner,278
U0173_76b715,fraud_gaming,75
U0174_ea8d49,stable_shop_owner,260
U0175_74fdda,stable_shop_owner,273
U0176_0705ac,seasonal_farmer,104
U0177_fc99c5,fraud_gaming,57
U0178_17ed28,risky_irregular,144
U0179_6b0956,thin_file_new_user,32
U0180_fa6f2c,risky_irregular,140
U0181_53381f,risky_irregular,194
U0182_3be657,gig_worker,297
U0183_629504,seasonal_farmer,62
U0184_6d2c3a,risky_irregular,187
U0185_7a1790,thin_file_new_user,31
U0186_1fdc6c,seasonal_farmer,103
U0187_87f31a,stable_shop_owner,267
U0188_d9f64e,thin_file_new_user,33
U0189_95db6d,stable_shop_owner,262
U0190_1c261a,fraud_gaming,66
U0191_eaa7ab,stable_shop_owner,241
U0192_649d2a,stable_shop_owner,261
U0193_bf959c,risky_irregular,170
U0194_8b6480,stable_shop_owner,247
U0195_a4c6e1,stable_shop_owner,267
U0196_d5adcd,gig_worker,317
U0197_892a8e,risky_irregular,187
U0198_a7647d,stable_shop_owner,300
U0199_128d80,seasonal_farmer,73
U0200_928d44,risky_irregular,146
U0201_71aed5,fraud_gaming,52
U0202_0af0db,gig_worker,341
U0203_33f94c,stable_shop_owner,266
U0204_ac6c41,stable_shop_owner,261
U0205_7c4c59,stable_shop_owner,277
U0206_c6e9aa,stable_shop_owner,266
U0207_a39c3e,thin_file_new_user,19
U0208_b129b1,stable_shop_owner,295
U0209_e1c1d1,gig_worker,335
U0210_4fac35,thin_file_new_user,30
U0211_50736c,gig_worker,303
U0212_2c5d9d,stable_shop_owner,228
U0213_2487e7,risky_irregular,152
U0214_bd7aec,thin_file_new_user,29
U0215_e5c719,thin_file_new_user,34
U0216_43d75a,stable_shop_owner,219
U0217_5e6120,stable_shop_owner,258
U0218_2197d7,fraud_gaming,70
U0219_8cfd3e,seasonal_farmer,79
U0220_81bdb8,seasonal_farmer,91
U0221_262079,gig_worker,295
U0222_50e8c3,thin_file_new_user,46
U0223_2a2728,fraud_gaming,73
U0224_cc9c09,stable_shop_owner,226
U0225_c9dafb,fraud_gaming,44
U0226_3b802b,stable_shop_owner,310
U0227_373eaa,gig_worker,306
U0228_c2c911,thin_file_new_user,33
U0229_76f47f,stable_shop_owner,238
U0230_0ae25d,stable_shop_owner,255
U0231_5f0b9f,seasonal_farmer,97
U0232_5d5a6d,fraud_gaming,77
U0233_54e9e2,gig_worker,337
U0234_bf3a57,fraud_gaming,59
U0235_203fa6,risky_irregular,131
U0236_30f12f,gig_worker,345
U0237_ed21b6,risky_irregular,166
U0238_e4acef,stable_shop_owner,265
U0239_898f4b,stable_shop_owner,216
U0240_8f96d5,risky_irregular,194
U0241_2b2714,risky_irregular,143
U0242_64fc4c,stable_shop_owner,279
U0243_03e02c,gig_worker,296
U0244_9f9018,thin_file_new_user,33
U0245_8f80c4,risky_irregular,184
U0246_457cc7,thin_file_new_user,29
U0247_1eef49,seasonal_farmer,117
U0248_030762,seasonal_farmer,69
U0249_afde93,seasonal_farmer,82
U0250_24aaf5,thin_file_new_user,25
U0251_b48b11,risky_irregular,136
U0252_1e8100,gig_worker,325
U0253_42ca95,stable_shop_owner,256
U0254_bac84d,stable_shop_owner,241
U0255_ed1ad2,thin_file_new_user,31
U0256_a99912,risky_irregular,174
U0257_0d535d,stable_shop_owner,236
U0258_3b12c5,stable_shop_owner,243
U0259_08000f,gig_worker,346
U0260_100605,stable_shop_owner,265
U0261_c5ac87,risky_irregular,158
U0262_8dff3b,seasonal_farmer,94
U0263_304b96,stable_shop_owner,271
U0264_c955c8,fraud_gaming,87
U0265_542efd,stable_shop_owner,228
U0266_345487,stable_shop_owner,242
U0267_1095aa,stable_shop_owner,293
U0268_60938e,stable_shop_owner,288
U0269_e2d18d,stable_shop_owner,229
U0270_dadb02,stable_shop_owner,248
U0271_169319,stable_shop_owner,294
U0272_d00ca4,stable_shop_owner,254
U0273_5d636b,gig_worker,333
U0274_fc567f,thin_file_new_user,20
U0275_02fa9a,seasonal_farmer,69
U0276_cfb200,seasonal_farmer,87
U0277_381080,gig_worker,317
U0278_498eaf,risky_irregular,155
U0279_e072ce,risky_irregular,155
U0280_d4df52,stable_shop_owner,270
U0281_481ca1,stable_shop_owner,262
U0282_fe5f8e,stable_shop_owner,273
U0283_1a35b2,stable_shop_owner,250
U0284_1cb80b,gig_worker,339
U0285_8b243c,seasonal_farmer,84
U0286_ff74de,stable_shop_owner,275
U0287_9d7aed,seasonal_farmer,90
U0288_68105d,gig_worker,326
U0289_28cd61,stable_shop_owner,248
U0290_8e4e8a,risky_irregular,144
U0291_578a8e,stable_shop_owner,217
U0292_c8ae10,fraud_gaming,67
U0293_c1f2f7,stable_shop_owner,264
U0294_4fa5ea,risky_irregular,153
U0295_c5d8b1,fraud_gaming,75
U0296_29fd10,fraud_gaming,99
U0297_a761fa,risky_irregular,194
U0298_63d561,risky_irregular,143
U0299_da8a6a,thin_file_new_user,29
U0300_9d3c27,risky_irregular,137
U0301_acfa65,stable_shop_owner,263
U0302_9e07a1,gig_worker,348
U0303_b1326c,gig_worker,312
U0304_20bed2,risky_irregular,168
U0305_fa0ba6,gig_worker,293
U0306_28bedd,seasonal_farmer,62
U0307_1476e2,thin_file_new_user,31
U0308_7dcc09,stable_shop_owner,237
U0309_92cc34,stable_shop_owner,256
U0310_f7fdef,gig_worker,315
U0311_1cac4c,seasonal_farmer,86
U0312_9103ba,stable_shop_owner,264
U0313_49e624,seasonal_farmer,74
U0314_0c8400,seasonal_farmer,90
U0315_30ece8,seasonal_farmer,89
U0316_4a6a95,seasonal_farmer,65
U0317_69b2bc,thin_file_new_user,27
U0318_00f8d9,stable_shop_owner,250
U0319_1b8eed,fraud_gaming,92
U0320_13b225,fraud_gaming,64
U0321_b64ee3,gig_worker,331
U0322_d8aa99,seasonal_farmer,78
U0323_587727,gig_worker,332
U0324_507467,risky_irregular,177
U0325_5195aa,thin_file_new_user,25
U0326_935b2b,risky_irregular,138
U0327_e45023,gig_worker,285
U0328_3f9f25,thin_file_new_user,28
U0329_5c64ca,stable_shop_owner,282
U0330_e1418b,thin_file_new_user,20
U0331_a22e5b,stable_shop_owner,252
U0332_e67c15,thin_file_new_user,25
U0333_9b9b04,risky_irregular,166
U0334_8f12fc,stable_shop_owner,281
U0335_0205df,thin_file_new_user,13
U0336_f66475,stable_shop_owner,276
U0337_a8c79d,thin_file_new_user,32
U0338_c7e68d,stable_shop_owner,186
U0339_4945e3,fraud_gaming,65
U0340_02f9a9,stable_shop_owner,264
U0341_6287cd,fraud_gaming,52
U0342_7adfe7,risky_irregular,128
U0343_c79421,gig_worker,300
U0344_605c2b,risky_irregular,167
U0345_c276d3,risky_irregular,158
U0346_97c612,fraud_gaming,66
U0347_f81f17,stable_shop_owner,233
U0348_5c4407,gig_worker,312
U0349_0c4873,stable_shop_owner,278
U0350_98b77c,thin_file_new_user,27
U0351_0d9347,stable_shop_owner,246
U0352_b315bc,gig_worker,311
U0353_bc8265,gig_worker,345
U0354_a2b195,gig_worker,358
U0355_e16731,gig_worker,305
U0356_366131,risky_irregular,154
U0357_b613c5,risky_irregular,186
U0358_df6a9e,gig_worker,315
U0359_17958e,gig_worker,328
U0360_dd249a,fraud_gaming,78
U0361_9e0545,stable_shop_owner,263
U0362_09ba4c,stable_shop_owner,265
U0363_32b4e7,stable_shop_owner,272
U0364_b7a8dd,thin_file_new_user,28
U0365_381739,seasonal_farmer,88
U0366_fe355d,risky_irregular,167
U0367_d9c58f,thin_file_new_user,22
U0368_476aa6,seasonal_farmer,59
U0369_8cc787,risky_irregular,143
U0370_cfc697,risky_irregular,183
U0371_c7bdc3,stable_shop_owner,209
U0372_08d160,seasonal_farmer,74
U0373_a511f0,seasonal_farmer,73
U0374_ec16b7,stable_shop_owner,253
U0375_6a3004,stable_shop_owner,232
U0376_de5aea,fraud_gaming,70
U0377_b56dc8,seasonal_farmer,80
U0378_459446,seasonal_farmer,104
U0379_551a4f,thin_file_new_user,31
U0380_a64ee1,gig_worker,304
U0381_ec49dd,fraud_gaming,83
U0382_2187af,risky_irregular,178
U0383_565951,gig_worker,336
U0384_d89a6d,seasonal_farmer,87
U0385_bb7c74,fraud_gaming,66
U0386_e925ea,thin_file_new_user,23
U0387_b05260,fraud_gaming,77
U0388_a2305c,stable_shop_owner,248
U0389_9e8e28,risky_irregular,154
U0390_935227,thin_file_new_user,29
U0391_ed1a62,stable_shop_owner,252
U0392_bcf0db,gig_worker,288
U0393_22e02d,thin_file_new_user,27
U0394_ceaac0,stable_shop_owner,301
U0395_e82de8,gig_worker,319
U0396_83d1e8,risky_irregular,170
U0397_4b47ae,stable_shop_owner,240
U0398_ce3fa0,gig_worker,327
U0399_18e348,seasonal_farmer,100
U0400_d3a66c,seasonal_farmer,79
U0401_f3321b,fraud_gaming,62
U0402_e6e307,risky_irregular,185
U0403_465fdb,stable_shop_owner,272
U0404_9e80b4,fraud_gaming,80
U0405_a1e1f5,risky_irregular,152
U0406_8f857e,stable_shop_owner,231
U0407_f61c5e,risky_irregular,163
U0408_3aec4d,stable_shop_owner,247
U0409_2cf0eb,fraud_gaming,70
U0410_47da18,thin_file_new_user,22
U0411_1d5d7d,thin_file_new_user,27
U0412_c3d4eb,stable_shop_owner,247
U0413_1c3c26,risky_irregular,174
U0414_882916,stable_shop_owner,246
U0415_d76066,stable_shop_owner,238
U0416_f093de,stable_shop_owner,236
U0417_e4364f,risky_irregular,144
U0418_704e39,stable_shop_owner,251
U0419_9ada85,fraud_gaming,61
U0420_eb2d78,thin_file_new_user,28
U0421_9ca1fd,stable_shop_owner,236
U0422_78d52e,stable_shop_owner,255
U0423_a6e5b6,stable_shop_owner,243
U0424_4e1c8b,thin_file_new_user,32
U0425_e67725,risky_irregular,152
U0426_67bf3c,stable_shop_owner,231
U0427_77a64d,risky_irregular,199
U0428_391742,stable_shop_owner,293
U0429_1bfa93,risky_irregular,164
U0430_2c9e9c,fraud_gaming,74
U0431_af4961,risky_irregular,162
U0432_839440,thin_file_new_user,31
U0433_0aa8b5,risky_irregular,160
U0434_22265e,stable_shop_owner,268
U0435_3e3a15,stable_shop_owner,279
U0436_387868,stable_shop_owner,258
U0437_0d8c8a,gig_worker,275
U0438_419e10,thin_file_new_user,25
U0439_11e11f,thin_file_new_user,18
U0440_b665f1,risky_irregular,148
U0441_2030cd,stable_shop_owner,271
U0442_41632b,thin_file_new_user,30
U0443_505a2c,stable_shop_owner,258
U0444_0123f8,stable_shop_owner,249
U0445_c87ea0,thin_file_new_user,26
U0446_654707,fraud_gaming,67
U0447_26aed7,thin_file_new_user,19
U0448_baddd5,stable_shop_owner,258
U0449_66d66b,thin_file_new_user,17
U0450_20b8dd,stable_shop_owner,241
U0451_b5c0a9,risky_irregular,150
U0452_957d9c,thin_file_new_user,31
U0453_0d9900,stable_shop_owner,269
U0454_a29144,stable_shop_owner,253
U0455_20d8c4,stable_shop_owner,250
U0456_f5c061,fraud_gaming,58
U0457_a3ab87,gig_worker,301
U0458_ab6ea3,risky_irregular,175
U0459_28bc3e,thin_file_new_user,25
U0460_b90725,gig_worker,286
U0461_092e27,stable_shop_owner,262
U0462_e0f595,fraud_gaming,83
U0463_4bd792,seasonal_farmer,81
U0464_e34223,gig_worker,294
U0465_111f34,thin_file_new_user,20
U0466_c62ab4,thin_file_new_user,23
U0467_642f7c,fraud_gaming,63
U0468_dd507d,stable_shop_owner,262
U0469_0aa836,gig_worker,312
U0470_33f425,seasonal_farmer,70
U0471_95adbd,gig_worker,319
U0472_6386d3,stable_shop_owner,318
U0473_047c17,stable_shop_owner,247
U0474_8c5dc2,stable_shop_owner,249
U0475_21283c,seasonal_farmer,76
U0476_dd50e2,seasonal_farmer,71
U0477_d64a82,thin_file_new_user,26
U0478_4afe21,thin_file_new_user,33
U0479_b4433f,seasonal_farmer,79
U0480_db17ee,seasonal_farmer,97
U0481_a1d2b1,stable_shop_owner,233
U0482_baaa7c,gig_worker,347
U0483_f039a2,seasonal_farmer,75
U0484_caeffa,stable_shop_owner,245
U0485_2b8a5c,seasonal_farmer,83
U0486_b6b16a,gig_worker,309
U0487_b59d5d,stable_shop_owner,242
U0488_7c8827,gig_worker,359
U0489_916705,gig_worker,323
U0490_e18d1b,thin_file_new_user,27
U0491_2371eb,thin_file_new_user,38
U0492_8ee24b,thin_file_new_user,22
U0493_2221d9,seasonal_farmer,57
U0494_4b89a8,risky_irregular,211
U0495_e9e0da,gig_worker,312
U0496_d5b672,seasonal_farmer,71
U0497_55224f,thin_file_new_user,26
U0498_f3ead9,seasonal_farmer,94
U0499_24843e,gig_worker,369
U0500_dae96b,thin_file_new_user,24
U0501_a4fce8,risky_irregular,152
U0502_88d519,fraud_gaming,86
U0503_197eb6,gig_worker,322
U0504_83565b,gig_worker,374
U0505_da70fe,risky_irregular,177
U0506_573aa3,seasonal_farmer,79
U0507_bab28b,risky_irregular,147
U0508_47dc70,gig_worker,349
U0509_9c8073,stable_shop_owner,241
U0510_87c0dd,stable_shop_owner,272
U0511_9b06a3,risky_irregular,166
U0512_56d249,stable_shop_owner,253
U0513_3068f7,stable_shop_owner,245
U0514_28cd14,seasonal_farmer,90
U0515_3e7093,stable_shop_owner,220
U0516_2abce3,seasonal_farmer,85
U0517_325904,thin_file_new_user,31
U0518_aeeee6,stable_shop_owner,262
U0519_09b697,risky_irregular,156
U0520_396669,risky_irregular,156
U0521_09f6d1,seasonal_farmer,57
U0522_a8c318,stable_shop_owner,243
U0523_dbeb47,thin_file_new_user,19
U0524_db3e7d,stable_shop_owner,270
U0525_6d0ee8,seasonal_farmer,71
U0526_2dcff3,fraud_gaming,61
U0527_04e4a1,fraud_gaming,87
U0528_5b864d,risky_irregular,162
U0529_14ea15,seasonal_farmer,73
U0530_cf97a0,thin_file_new_user,33
U0531_e4b879,thin_file_new_user,25
U0532_72d9ab,seasonal_farmer,72
U0533_64745d,thin_file_new_user,31
U0534_3ec019,stable_shop_owner,233
U0535_952c23,stable_shop_owner,254
U0536_b89591,gig_worker,332
U0537_2d7c33,stable_shop_owner,248
U0538_07e71f,stable_shop_owner,264
U0539_2deb5e,risky_irregular,199
U0540_91a831,fraud_gaming,70
U0541_9e24c1,gig_worker,336
U0542_f73fe3,risky_irregular,154
U0543_61fe9a,fraud_gaming,64
U0544_3704f0,stable_shop_owner,231
U0545_7f2df7,seasonal_farmer,83
U0546_377a03,seasonal_farmer,83
U0547_e17ae5,stable_shop_owner,263
U0548_1ded5a,risky_irregular,155
U0549_1107e3,seasonal_farmer,81
U0550_8630bc,gig_worker,345
U0551_9fcc30,stable_shop_owner,243
U0552_b3e71e,stable_shop_owner,246
U0553_997ea9,fraud_gaming,75
U0554_1b9d33,stable_shop_owner,253
U0555_007c4e,stable_shop_owner,203
U0556_2644f9,stable_shop_owner,216
U0557_b308fb,gig_worker,332
U0558_bfafb6,gig_worker,322
U0559_8b98a4,gig_worker,321
U0560_25bcf9,stable_shop_owner,233
U0561_dea956,stable_shop_owner,240
U0562_e9b560,risky_irregular,177
U0563_13b724,thin_file_new_user,28
U0564_053954,thin_file_new_user,33
U0565_1489f3,thin_file_new_user,28
U0566_71ff8f,risky_irregular,167
U0567_af92e1,stable_shop_owner,260
U0568_debb0c,seasonal_farmer,80
U0569_449b57,gig_worker,325
U0570_df5126,seasonal_farmer,90
U0571_e407c6,risky_irregular,154
U0572_cd871b,gig_worker,315
U0573_ec677f,risky_irregular,157
U0574_61e2a2,risky_irregular,157
U0575_ec0175,gig_worker,342
U0576_d63e83,fraud_gaming,71
U0577_a5099b,gig_worker,382
U0578_ec6cb7,risky_irregular,126
U0579_297bc0,seasonal_farmer,80
U0580_bad4bd,gig_worker,295
U0581_eeedbf,gig_worker,324
U0582_ffc0c1,stable_shop_owner,246
U0583_0abccb,seasonal_farmer,78
U0584_43af2a,fraud_gaming,58
U0585_9f721e,thin_file_new_user,25
U0586_fc5929,stable_shop_owner,266
U0587_e28542,seasonal_farmer,92
U0588_9dc736,stable_shop_owner,291
U0589_b9a281,stable_shop_owner,284
U0590_ff7107,fraud_gaming,79
U0591_e5505c,seasonal_farmer,110
U0592_5cb596,seasonal_farmer,96
U0593_dc9fa3,gig_worker,328
U0594_01e811,stable_shop_owner,262
U0595_fe7eca,stable_shop_owner,252
U0596_a57ea2,thin_file_new_user,19
U0597_faabc6,thin_file_new_user,42
U0598_83dfde,fraud_gaming,65
U0599_9b4c47,thin_file_new_user,33
U0600_fdc41b,gig_worker,303
U0601_21393e,risky_irregular,157
U0602_7b17ab,fraud_gaming,73
U0603_49aeb9,thin_file_new_user,30
U0604_f95920,fraud_gaming,81
U0605_1a81c6,risky_irregular,149
U0606_e54a3d,risky_irregular,153
U0607_47942d,stable_shop_owner,261
U0608_f7d688,thin_file_new_user,30
U0609_a5cdd3,seasonal_farmer,86
U0610_888dd6,gig_worker,345
U0611_3589fb,thin_file_new_user,28
U0612_502b68,fraud_gaming,63
U0613_023c83,fraud_gaming,82
U0614_e3a11b,stable_shop_owner,229
U0615_fcd35a,thin_file_new_user,31
U0616_66e931,thin_file_new_user,30
U0617_411493,seasonal_farmer,81
U0618_920ef4,stable_shop_owner,225
U0619_c6c3bd,stable_shop_owner,281
U0620_b9081b,risky_irregular,147
U0621_93ac4b,gig_worker,324
U0622_e04e45,fraud_gaming,57
U0623_e87136,gig_worker,320
U0624_35b99c,fraud_gaming,75
U0625_d3e3f7,seasonal_farmer,96
U0626_164d7e,risky_irregular,187
U0627_dcc19d,stable_shop_owner,248
U0628_3bdbf5,gig_worker,332
U0629_b48f52,risky_irregular,155
U0630_5ac8c9,fraud_gaming,65
U0631_a34204,risky_irregular,149
U0632_55c30a,stable_shop_owner,240
U0633_616dd5,seasonal_farmer,85
U0634_c8c1b7,stable_shop_owner,280
U0635_e65f13,stable_shop_owner,244
U0636_fcf4a4,thin_file_new_user,26
U0637_74254c,thin_file_new_user,24
U0638_de786a,risky_irregular,152
U0639_04b2c4,risky_irregular,167
U0640_abbc59,thin_file_new_user,27
U0641_7c6ffc,risky_irregular,171
U0642_12646c,stable_shop_owner,266
U0643_d4f977,stable_shop_owner,271
U0644_c3937a,thin_file_new_user,24
U0645_a9a82d,risky_irregular,130
U0646_07e305,stable_shop_owner,246
U0647_4805da,gig_worker,340
U0648_477a44,thin_file_new_user,30
U0649_f8e450,stable_shop_owner,245
U0650_ec92f1,seasonal_farmer,79
U0651_b59cf2,risky_irregular,189
U0652_11c12d,thin_file_new_user,38
U0653_415344,stable_shop_owner,220
U0654_871554,risky_irregular,165
U0655_a8f6d4,seasonal_farmer,88
U0656_f4e23d,risky_irregular,178
U0657_bb6093,stable_shop_owner,240
U0658_b85620,gig_worker,317
U0659_182f22,seasonal_farmer,90
U0660_4e15ec,stable_shop_owner,257
U0661_534088,risky_irregular,117
U0662_f1fd54,stable_shop_owner,245
U0663_ba2b41,stable_shop_owner,274
U0664_28e096,seasonal_farmer,75
U0665_a3e953,thin_file_new_user,31
U0666_64552d,risky_irregular,164
U0667_79a9bc,fraud_gaming,82
U0668_fc663d,stable_shop_owner,267
U0669_485482,seasonal_farmer,58
U0670_7b2b20,stable_shop_owner,252
U0671_8743bb,gig_worker,296
U0672_c58624,fraud_gaming,51
U0673_8a4cea,thin_file_new_user,35
U0674_cf6f4c,gig_worker,306
U0675_cbfdf7,seasonal_farmer,66
U0676_6aca11,fraud_gaming,81
U0677_b03086,gig_worker,331
U0678_3646b0,stable_shop_owner,228
U0679_718ff9,seasonal_farmer,60
U0680_36deed,stable_shop_owner,273
U0681_f234ca,stable_shop_owner,244
U0682_98d882,stable_shop_owner,274
U0683_3137be,gig_worker,307
U0684_7ca79e,thin_file_new_user,40
U0685_b41fe4,seasonal_farmer,67
U0686_ee5d45,seasonal_farmer,80
U0687_d65f53,fraud_gaming,83
U0688_2c3a7d,risky_irregular,167
U0689_16b877,gig_worker,316
U0690_392e3e,stable_shop_owner,279
U0691_9955fe,risky_irregular,147
U0692_db285e,stable_shop_owner,216
U0693_ad9d2d,seasonal_farmer,75
U0694_0da50d,fraud_gaming,82
U0695_f04159,gig_worker,279
U0696_03a64f,thin_file_new_user,23
U0697_214518,gig_worker,307
U0698_e45768,thin_file_new_user,21
U0699_22bfb7,stable_shop_owner,254
U0700_aa6286,stable_shop_owner,262
U0701_7cef4f,seasonal_farmer,89
U0702_dd9f97,stable_shop_owner,281
U0703_169de0,risky_irregular,177
U0704_16c2eb,stable_shop_owner,236
U0705_a15c18,gig_worker,300
U0706_51af23,risky_irregular,176
U0707_2f5931,risky_irregular,188
U0708_ce2c7d,seasonal_farmer,79
U0709_735220,gig_worker,333
U0710_9ea35d,fraud_gaming,52
U0711_da089f,thin_file_new_user,24
U0712_6ee14d,risky_irregular,152
U0713_9f3f36,fraud_gaming,56
U0714_802f1a,risky_irregular,184
U0715_1070c7,stable_shop_owner,258
U0716_456de8,gig_worker,317
U0717_244e76,stable_shop_owner,252
U0718_6a61c4,thin_file_new_user,29
U0719_69ac6d,fraud_gaming,87
U0720_1830e6,gig_worker,307
U0721_ea9078,seasonal_farmer,84
U0722_2433f1,stable_shop_owner,292
U0723_76266f,fraud_gaming,61
