user_id,persona,n_transactions
U0125_91ea1a,gig_worker,313
U0126_1b973d,seasonal_farmer,74
U0127_6d98e5,stable_shop_owner,193
U0128_ba455c,stable_shop_owner,259
U0129_80122b,gig_worker,323
U0130_a48718,stable_shop_owner,268
U0131_4946dd,fraud_gaming,62
U0132_af0251,gig_worker,324
U0133_2036a9,seasonal_farmer,108
U0134_611cd4,gig_worker,376
U0135_89c4b3,stable_shop_owner,261
U0136_c4e93f,fraud_gaming,54
U0137_dd44b8,gig_worker,352
U0138_eecdb4,risky_irregular,147
U0139_a093cc,stable_shop_owner,282
U0140_28d5fb,gig_worker,294
U0141_4d8735,gig_worker,283
U0142_3969bf,fraud_gaming,67
U0143_791609,gig_worker,305
U0144_8e943d,gig_worker,293
U0145_d6cf6c,stable_shop_owner,265
U0146_1081d8,seasonal_farmer,72
U0147_796c06,gig_worker,355
U0148_95afd4,seasonal_farmer,50
U0149_681eba,stable_shop_owner,248
U0150_294068,risky_irregular,151
U0151_ffeb9b,risky_irregular,145
U0152_3a9917,stable_shop_owner,247
U0153_5e7854,gig_worker,296
U0154_d1ab92,stable_shop_owner,235
U0155_a3712c,thin_file_new_user,33
U0156_8a588f,stable_shop_owner,253
U0157_f1cecf,thin_file_new_user,26
U0158_06cb10,thin_file_new_user,22
U0159_df8e47,risky_irregular,157
U0160_cec69f,stable_shop_owner,270
U0161_a043ad,fraud_gaming,59
U0162_f68660,stable_shop_owner,242
U0163_03edd8,stable_shop_owner,287
U0164_725ce4,gig_worker,297
U0165_3a6d08,seasonal_farmer,69
U0166_a45b47,risky_irregular,176
U0167_f1b54c,risky_irregular,145
U0168_f8a663,seasonal_farmer,92
U0169_0cdd8a,fraud_gaming,62
U0170_c58f90,stable_shop_owner,248
U0171_cc10a7,gig_worker,323
U0172_646e24,stable_shop_owner,278
U0173_b8a09d,fraud_gaming,75
U0174_19121b,stable_shop_owner,260
U0175_fdb761,stable_shop_owner,273
U0176_719f3c,seasonal_farmer,104
U0177_3cbf8b,fraud_gaming,57
U0178_3d0de9,risky_irregular,144
U0179_873a75,thin_file_new_user,32
U0180_cc8a04,risky_irregular,140
U0181_f17ace,risky_irregular,194
U0182_4e725f,gig_worker,297
U0183_aa520c,seasonal_farmer,62
U0184_2e42da,risky_irregular,187
U0185_392272,thin_file_new_user,31
U0186_cd3bb8,seasonal_farmer,103
U0187_b847ba,stable_shop_owner,267
U0188_48f0c6,thin_file_new_user,33
U0189_9df491,stable_shop_owner,262
U0190_58d148,fraud_gaming,66
U0191_5d9d46,stable_shop_owner,241
U0192_887acd,stable_shop_owner,261
U0193_70a8de,risky_irregular,170
U0194_7a128a,stable_shop_owner,247
U0195_8f6d1b,stable_shop_owner,267
U0196_c7241a,gig_worker,317
U0197_4c6798,risky_irregular,187
U0198_b151b6,stable_shop_owner,300
U0199_61742a,seasonal_farmer,73
U0200_6b8712,risky_irregular,146
U0201_a40554,fraud_gaming,52
U0202_d915b5,gig_worker,341
U0203_935b22,stable_shop_owner,266
U0204_0f28ca,stable_shop_owner,261
U0205_5989d5,stable_shop_owner,277
U0206_5cb2c6,stable_shop_owner,266
U0207_e1a754,thin_file_new_user,19
U0208_5be4da,stable_shop_owner,295
U0209_ab47c4,gig_worker,335
U0210_8499a5,thin_file_new_user,30
U0211_a1564e,gig_worker,303
U0212_8a8bfa,stable_shop_owner,228
U0213_436c18,risky_irregular,152
U0214_fb02d4,thin_file_new_user,29
U0215_33de2f,thin_file_new_user,34
U0216_9ac00b,stable_shop_owner,219
U0217_81dab9,stable_shop_owner,258
U0218_471b9d,fraud_gaming,70
U0219_17e28b,seasonal_farmer,79
U0220_4f8446,seasonal_farmer,91
U0221_48fda3,gig_worker,295
U0222_6b7e17,thin_file_new_user,46
U0223_d1b65e,fraud_gaming,73
U0224_37a9de,stable_shop_owner,226
U0225_4fd470,fraud_gaming,44
U0226_d259c8,stable_shop_owner,310
U0227_06f7e5,gig_worker,306
U0228_b70185,thin_file_new_user,33
U0229_59f09f,stable_shop_owner,238
U0230_1a99cd,stable_shop_owner,255
U0231_c033a8,seasonal_farmer,97
U0232_1b011e,fraud_gaming,77
U0233_8b6265,gig_worker,337
U0234_fcca53,fraud_gaming,59
U0235_43f8af,risky_irregular,131
U0236_d0dcf5,gig_worker,345
U0237_45559f,risky_irregular,166
U0238_330959,stable_shop_owner,265
U0239_5e9388,stable_shop_owner,216
U0240_26a926,risky_irregular,194
U0241_3477a1,risky_irregular,143
U0242_573472,stable_shop_owner,279
U0243_b2cdac,gig_worker,296
U0244_825759,thin_file_new_user,33
U0245_5277ed,risky_irregular,184
U0246_56bd23,thin_file_new_user,29
U0247_a1796a,seasonal_farmer,117
U0248_898171,seasonal_farmer,69
U0249_bd140c,seasonal_farmer,82
U0250_3730e5,thin_file_new_user,25
U0251_965047,risky_irregular,136
U0252_a3110f,gig_worker,325
U0253_79c885,stable_shop_owner,256
U0254_0d333a,stable_shop_owner,241
U0255_f46ad0,thin_file_new_user,31
U0256_37f13b,risky_irregular,174
U0257_8c1058,stable_shop_owner,236
U0258_4f2154,stable_shop_owner,243
U0259_709d98,gig_worker,346
U0260_a4b0c9,stable_shop_owner,265
U0261_f9bbfa,risky_irregular,158
U0262_dcf21f,seasonal_farmer,94
U0263_162e12,stable_shop_owner,271
U0264_82a042,fraud_gaming,87
U0265_6706a0,stable_shop_owner,228
U0266_962d9f,stable_shop_owner,242
U0267_662cf0,stable_shop_owner,293
U0268_a78a1f,stable_shop_owner,288
U0269_12d889,stable_shop_owner,229
U0270_6fd4db,stable_shop_owner,248
U0271_61dfe1,stable_shop_owner,294
U0272_7866ac,stable_shop_owner,254
U0273_48fde7,gig_worker,333
U0274_528c7a,thin_file_new_user,20
U0275_8101dd,seasonal_farmer,69
U0276_397865,seasonal_farmer,87
U0277_9110f2,gig_worker,317
U0278_6d83c8,risky_irregular,155
U0279_245046,risky_irregular,155
U0280_c1b282,stable_shop_owner,270
U0281_f9ebef,stable_shop_owner,262
U0282_7dfce8,stable_shop_owner,273
U0283_7a7407,stable_shop_owner,250
U0284_2bd204,gig_worker,339
U0285_c7b4cc,seasonal_farmer,84
U0286_96e9c9,stable_shop_owner,275
U0287_12a2eb,seasonal_farmer,90
U0288_0c66ab,gig_worker,326
U0289_f83dc9,stable_shop_owner,248
U0290_751d22,risky_irregular,144
U0291_355279,stable_shop_owner,217
U0292_53192b,fraud_gaming,67
U0293_effdb9,stable_shop_owner,264
U0294_6435c6,risky_irregular,153
U0295_bdfc57,fraud_gaming,75
U0296_376c6e,fraud_gaming,99
U0297_768bc2,risky_irregular,194
U0298_c0fd7c,risky_irregular,143
U0299_2f83ba,thin_file_new_user,29
U0300_7b5521,risky_irregular,137
U0301_8020c8,stable_shop_owner,263
U0302_301b17,gig_worker,348
U0303_a5fa49,gig_worker,312
U0304_cf1f94,risky_irregular,168
U0305_90ffa2,gig_worker,293
U0306_d1c7b4,seasonal_farmer,62
U0307_a77cec,thin_file_new_user,31
U0308_a516e5,stable_shop_owner,237
U0309_3075f5,stable_shop_owner,256
U0310_fce16f,gig_worker,315
U0311_e8457d,seasonal_farmer,86
U0312_bb1c36,stable_shop_owner,264
U0313_e2d218,seasonal_farmer,74
U0314_83f84b,seasonal_farmer,90
U0315_bc1701,seasonal_farmer,89
U0316_0613f8,seasonal_farmer,65
U0317_5ede8a,thin_file_new_user,27
U0318_e076b2,stable_shop_owner,250
U0319_1c1922,fraud_gaming,92
U0320_64e437,fraud_gaming,64
U0321_318ded,gig_worker,331
U0322_2462c8,seasonal_farmer,78
U0323_73aad0,gig_worker,332
U0324_9838a8,risky_irregular,177
U0325_5dd163,thin_file_new_user,25
U0326_405c97,risky_irregular,138
U0327_1751d3,gig_worker,285
U0328_74737b,thin_file_new_user,28
U0329_89bd14,stable_shop_owner,282
U0330_5360c3,thin_file_new_user,20
U0331_309d15,stable_shop_owner,252
U0332_4ab4e5,thin_file_new_user,25
U0333_f9cd1b,risky_irregular,166
U0334_94a51f,stable_shop_owner,281
U0335_900784,thin_file_new_user,13
U0336_0382f7,stable_shop_owner,276
U0337_66a290,thin_file_new_user,32
U0338_38e7b3,stable_shop_owner,186
U0339_60d2a1,fraud_gaming,65
U0340_5a99c1,stable_shop_owner,264
U0341_46405f,fraud_gaming,52
U0342_dd74eb,risky_irregular,128
U0343_0d476c,gig_worker,300
U0344_794c57,risky_irregular,167
U0345_d3399b,risky_irregular,158
U0346_ff0ab4,fraud_gaming,66
U0347_e10f2a,stable_shop_owner,233
U0348_8e0e5f,gig_worker,312
U0349_57ceff,stable_shop_owner,278
U0350_6ff334,thin_file_new_user,27
U0351_d1b7b2,stable_shop_owner,246
U0352_787941,gig_worker,311
U0353_9c97e4,gig_worker,345
U0354_4edfc2,gig_worker,358
U0355_67d010,gig_worker,305
U0356_36fdef,risky_irregular,154
U0357_f664f6,risky_irregular,186
U0358_42021c,gig_worker,315
U0359_cb801b,gig_worker,328
U0360_4d089e,fraud_gaming,78
U0361_e1cb11,stable_shop_owner,263
U0362_0b75c0,stable_shop_owner,265
U0363_cda7a5,stable_shop_owner,272
U0364_617e14,thin_file_new_user,28
U0365_8f2915,seasonal_farmer,88
U0366_f407d6,risky_irregular,167
U0367_54fc3d,thin_file_new_user,22
U0368_9fb5f3,seasonal_farmer,59
U0369_4ce7f8,risky_irregular,143
U0370_5e52de,risky_irregular,183
U0371_f04a2b,stable_shop_owner,209
U0372_e695e1,seasonal_farmer,74
U0373_aad4c2,seasonal_farmer,73
U0374_405af4,stable_shop_owner,253
U0375_2ffcf7,stable_shop_owner,232
U0376_d677a2,fraud_gaming,70
U0377_457aa0,seasonal_farmer,80
U0378_47fbd6,seasonal_farmer,104
U0379_63e622,thin_file_new_user,31
U0380_9d7cf2,gig_worker,304
U0381_863a67,fraud_gaming,83
U0382_c2b238,risky_irregular,178
U0383_288a46,gig_worker,336
U0384_c4c75c,seasonal_farmer,87
U0385_d0a19e,fraud_gaming,66
U0386_d12608,thin_file_new_user,23
U0387_3c607e,fraud_gaming,77
U0388_82b46f,stable_shop_owner,248
U0389_ff14af,risky_irregular,154
U0390_4d5f57,thin_file_new_user,29
U0391_2a556b,stable_shop_owner,252
U0392_1c62e9,gig_worker,288
U0393_b08cb5,thin_file_new_user,27
U0394_8e05b9,stable_shop_owner,301
U0395_ce2fba,gig_worker,319
U0396_13a6a0,risky_irregular,170
U0397_548603,stable_shop_owner,240
U0398_8d3a89,gig_worker,327
U0399_ea20c5,seasonal_farmer,100
U0400_7e0767,seasonal_farmer,79
U0401_6df58f,fraud_gaming,62
U0402_a48934,risky_irregular,185
U0403_93b4d5,stable_shop_owner,272
U0404_a5ec5d,fraud_gaming,80
U0405_d2218e,risky_irregular,152
U0406_c46e28,stable_shop_owner,231
U0407_b9a9f9,risky_irregular,163
U0408_b0f2be,stable_shop_owner,247
U0409_7fd2e8,fraud_gaming,70
U0410_ddeab9,thin_file_new_user,22
U0411_071237,thin_file_new_user,27
U0412_4a31e1,stable_shop_owner,247
U0413_558c9c,risky_irregular,174
U0414_867192,stable_shop_owner,246
U0415_70a4c6,stable_shop_owner,238
U0416_a948de,stable_shop_owner,236
U0417_eb1229,risky_irregular,144
U0418_a12868,stable_shop_owner,251
U0419_141c33,fraud_gaming,61
U0420_453d3c,thin_file_new_user,28
U0421_0d3429,stable_shop_owner,236
U0422_d7d708,stable_shop_owner,255
U0423_fdc86b,stable_shop_owner,243
U0424_f38aca,thin_file_new_user,32
U0425_2336f6,risky_irregular,152
U0426_0567c4,stable_shop_owner,231
U0427_df3097,risky_irregular,199
U0428_cffd97,stable_shop_owner,293
U0429_cd377b,risky_irregular,164
U0430_64fb33,fraud_gaming,74
U0431_d28c77,risky_irregular,162
U0432_28cfe3,thin_file_new_user,31
U0433_3597ad,risky_irregular,160
U0434_db365e,stable_shop_owner,268
U0435_aac965,stable_shop_owner,279
U0436_d36c8a,stable_shop_owner,258
U0437_1c501e,gig_worker,275
U0438_670e40,thin_file_new_user,25
U0439_39b819,thin_file_new_user,18
U0440_9f4039,risky_irregular,148
U0441_ed5d23,stable_shop_owner,271
U0442_61e38d,thin_file_new_user,30
U0443_2061c2,stable_shop_owner,258
U0444_597cc9,stable_shop_owner,249
U0445_f5fc8d,thin_file_new_user,26
U0446_55a366,fraud_gaming,67
U0447_bc1951,thin_file_new_user,19
U0448_fe2dfe,stable_shop_owner,258
U0449_4300ea,thin_file_new_user,17
U0450_830380,stable_shop_owner,241
U0451_26bb16,risky_irregular,150
U0452_c7cb3f,thin_file_new_user,31
U0453_eed6cb,stable_shop_owner,269
U0454_8c5367,stable_shop_owner,253
U0455_237a0f,stable_shop_owner,250
U0456_6583da,fraud_gaming,58
U0457_76018e,gig_worker,301
U0458_f64bb8,risky_irregular,175
U0459_9e5404,thin_file_new_user,25
U0460_7aa50d,gig_worker,286
U0461_61779f,stable_shop_owner,262
U0462_4d5bbe,fraud_gaming,83
U0463_3337d4,seasonal_farmer,81
U0464_da6eeb,gig_worker,294
U0465_f5e3bf,thin_file_new_user,20
U0466_a97e85,thin_file_new_user,23
U0467_e6f7e6,fraud_gaming,63
U0468_655102,stable_shop_owner,262
U0469_156eba,gig_worker,312
U0470_126f64,seasonal_farmer,70
U0471_c207cb,gig_worker,319
U0472_6c3029,stable_shop_owner,318
U0473_72ccb5,stable_shop_owner,247
U0474_bb81df,stable_shop_owner,249
U0475_c6b287,seasonal_farmer,76
U0476_d2611c,seasonal_farmer,71
U0477_cdefd8,thin_file_new_user,26
U0478_b96e9b,thin_file_new_user,33
U0479_23c782,seasonal_farmer,79
U0480_7ed55f,seasonal_farmer,97
U0481_daa772,stable_shop_owner,233
U0482_7d0894,gig_worker,347
U0483_72c52b,seasonal_farmer,75
U0484_5c6271,stable_shop_owner,245
U0485_5f72b0,seasonal_farmer,83
U0486_7f9b7d,gig_worker,309
U0487_b5d7ca,stable_shop_owner,242
U0488_4858d3,gig_worker,359
U0489_3643e9,gig_worker,323
U0490_a88b24,thin_file_new_user,27
U0491_5119aa,thin_file_new_user,38
U0492_f11d83,thin_file_new_user,22
U0493_eabef3,seasonal_farmer,57
U0494_7eb91f,risky_irregular,211
U0495_f3737d,gig_worker,312
U0496_79640b,seasonal_farmer,71
U0497_e0e8f1,thin_file_new_user,26
U0498_d038e8,seasonal_farmer,94
U0499_fd65af,gig_worker,369
U0500_e9da5e,thin_file_new_user,24
U0501_095452,risky_irregular,152
U0502_a3e8ad,fraud_gaming,86
U0503_b1ccdd,gig_worker,322
U0504_d536a5,gig_worker,374
U0505_bca6e2,risky_irregular,177
U0506_8f161f,seasonal_farmer,79
U0507_2170b5,risky_irregular,147
U0508_4c9b65,gig_worker,349
U0509_e465a9,stable_shop_owner,241
U0510_a5aaf2,stable_shop_owner,272
U0511_bdc812,risky_irregular,166
U0512_0974f0,stable_shop_owner,253
U0513_a1e449,stable_shop_owner,245
U0514_bd8a5e,seasonal_farmer,90
U0515_06959c,stable_shop_owner,220
U0516_56de42,seasonal_farmer,85
U0517_75eb9a,thin_file_new_user,31
U0518_ac55da,stable_shop_owner,262
U0519_aba64b,risky_irregular,156
U0520_0b0279,risky_irregular,156
U0521_666347,seasonal_farmer,57
U0522_294348,stable_shop_owner,243
U0523_09b27e,thin_file_new_user,19
U0524_802bea,stable_shop_owner,270
U0525_f4053f,seasonal_farmer,71
U0526_b55326,fraud_gaming,61
U0527_59ae66,fraud_gaming,87
U0528_cd6c61,risky_irregular,162
U0529_7bc6b5,seasonal_farmer,73
U0530_38ea74,thin_file_new_user,33
U0531_464589,thin_file_new_user,25
U0532_26076a,seasonal_farmer,72
U0533_b4e46c,thin_file_new_user,31
U0534_d5062e,stable_shop_owner,233
U0535_b24a66,stable_shop_owner,254
U0536_792bee,gig_worker,332
U0537_5cbddc,stable_shop_owner,248
U0538_968cc4,stable_shop_owner,264
U0539_1475ad,risky_irregular,199
U0540_61ccb5,fraud_gaming,70
U0541_f28607,gig_worker,336
U0542_9b20fb,risky_irregular,154
U0543_cc6ed4,fraud_gaming,64
U0544_108d9f,stable_shop_owner,231
U0545_f8e508,seasonal_farmer,83
U0546_a7fc47,seasonal_farmer,83
U0547_e5f65c,stable_shop_owner,263
U0548_6bb177,risky_irregular,155
U0549_6ebe6d,seasonal_farmer,81
U0550_73e646,gig_worker,345
U0551_6a3192,stable_shop_owner,243
U0552_56c300,stable_shop_owner,246
U0553_32af95,fraud_gaming,75
U0554_5a2512,stable_shop_owner,253
U0555_fc323d,stable_shop_owner,203
U0556_061b15,stable_shop_owner,216
U0557_c1e19c,gig_worker,332
U0558_8e14bd,gig_worker,322
U0559_21e352,gig_worker,321
U0560_3c9c76,stable_shop_owner,233
U0561_67c7ef,stable_shop_owner,240
U0562_ed9b40,risky_irregular,177
U0563_7a06cc,thin_file_new_user,28
U0564_ed2f2d,thin_file_new_user,33
U0565_89fb4f,thin_file_new_user,28
U0566_5cd72c,risky_irregular,167
U0567_bf7247,stable_shop_owner,260
U0568_796706,seasonal_farmer,80
U0569_871d01,gig_worker,325
U0570_3805c8,seasonal_farmer,90
U0571_4dbf45,risky_irregular,154
U0572_06b18f,gig_worker,315
U0573_ca49c7,risky_irregular,157
U0574_588a25,risky_irregular,157
U0575_c7d89a,gig_worker,342
U0576_71be0b,fraud_gaming,71
U0577_f5a85d,gig_worker,382
U0578_b1fadb,risky_irregular,126
U0579_a1822e,seasonal_farmer,80
U0580_b986a5,gig_worker,295
U0581_b0e28e,gig_worker,324
U0582_8e3d01,stable_shop_owner,246
U0583_58a245,seasonal_farmer,78
U0584_75b5bb,fraud_gaming,58
U0585_a83d02,thin_file_new_user,25
U0586_091ffc,stable_shop_owner,266
U0587_cdfafc,seasonal_farmer,92
U0588_9581cc,stable_shop_owner,291
U0589_64ce2f,stable_shop_owner,284
U0590_4314b5,fraud_gaming,79
U0591_8b820b,seasonal_farmer,110
U0592_9971bf,seasonal_farmer,96
U0593_9aa9c0,gig_worker,328
U0594_0dac01,stable_shop_owner,262
U0595_943ea7,stable_shop_owner,252
U0596_244b47,thin_file_new_user,19
U0597_402a87,thin_file_new_user,42
U0598_cf2389,fraud_gaming,65
U0599_d77c6d,thin_file_new_user,33
U0600_8c5524,gig_worker,303
U0601_3d91fa,risky_irregular,157
U0602_7ea21c,fraud_gaming,73
U0603_886145,thin_file_new_user,30
U0604_ac799a,fraud_gaming,81
U0605_468298,risky_irregular,149
U0606_02baa7,risky_irregular,153
U0607_89dbca,stable_shop_owner,261
U0608_ec0dca,thin_file_new_user,30
U0609_63bbfe,seasonal_farmer,86
U0610_347309,gig_worker,345
U0611_9960de,thin_file_new_user,28
U0612_97b5d6,fraud_gaming,63
U0613_4a0eba,fraud_gaming,82
U0614_61b07b,stable_shop_owner,229
U0615_948552,thin_file_new_user,31
U0616_1c790c,thin_file_new_user,30
U0617_d799db,seasonal_farmer,81
U0618_ed47cb,stable_shop_owner,225
U0619_57ad42,stable_shop_owner,281
U0620_87b4f6,risky_irregular,147
U0621_db132e,gig_worker,324
U0622_ab06ac,fraud_gaming,57
U0623_ce332d,gig_worker,320
U0624_e8dff2,fraud_gaming,75
U0625_2d85e0,seasonal_farmer,96
U0626_5e4b41,risky_irregular,187
U0627_986d52,stable_shop_owner,248
U0628_c374e2,gig_worker,332
U0629_be4f0a,risky_irregular,155
U0630_e65c19,fraud_gaming,65
U0631_3518f3,risky_irregular,149
U0632_37f7ff,stable_shop_owner,240
U0633_c94a7f,seasonal_farmer,85
U0634_ad3c1c,stable_shop_owner,280
U0635_c965a8,stable_shop_owner,244
U0636_d84d84,thin_file_new_user,26
U0637_9ca68a,thin_file_new_user,24
U0638_31aec6,risky_irregular,152
U0639_0a258b,risky_irregular,167
U0640_da2800,thin_file_new_user,27
U0641_48f991,risky_irregular,171
U0642_b4e7e9,stable_shop_owner,266
U0643_6bb4a5,stable_shop_owner,271
U0644_009a01,thin_file_new_user,24
U0645_900e90,risky_irregular,130
U0646_77fbc2,stable_shop_owner,246
U0647_cc2e09,gig_worker,340
U0648_1e9a90,thin_file_new_user,30
U0649_0ec339,stable_shop_owner,245
U0650_453116,seasonal_farmer,79
U0651_857e4f,risky_irregular,189
U0652_2d21aa,thin_file_new_user,38
U0653_8d0a0b,stable_shop_owner,220
U0654_24df65,risky_irregular,165
U0655_2eb2bc,seasonal_farmer,88
U0656_f3437c,risky_irregular,178
U0657_8f4f38,stable_shop_owner,240
U0658_e3a3d4,gig_worker,317
U0659_8ccb52,seasonal_farmer,90
U0660_d93561,stable_shop_owner,257
U0661_d5f4bc,risky_irregular,117
U0662_f5408e,stable_shop_owner,245
U0663_1e4cc8,stable_shop_owner,274
U0664_16322e,seasonal_farmer,75
U0665_c1be88,thin_file_new_user,31
U0666_99c3af,risky_irregular,164
U0667_bed3ac,fraud_gaming,82
U0668_7fbea0,stable_shop_owner,267
U0669_f6bf49,seasonal_farmer,58
U0670_3d1383,stable_shop_owner,252
U0671_077849,gig_worker,296
U0672_967374,fraud_gaming,51
U0673_814b29,thin_file_new_user,35
U0674_5572e3,gig_worker,306
U0675_1f5208,seasonal_farmer,66
U0676_4444f1,fraud_gaming,81
U0677_f36984,gig_worker,331
U0678_a1c289,stable_shop_owner,228
U0679_7899cc,seasonal_farmer,60
U0680_9220b5,stable_shop_owner,273
U0681_ea36e3,stable_shop_owner,244
U0682_65818e,stable_shop_owner,274
U0683_b11341,gig_worker,307
U0684_0bd712,thin_file_new_user,40
U0685_13701a,seasonal_farmer,67
U0686_7b8c36,seasonal_farmer,80
U0687_cbae6b,fraud_gaming,83
U0688_e928c5,risky_irregular,167
U0689_9c1c48,gig_worker,316
U0690_6b5aac,stable_shop_owner,279
U0691_338535,risky_irregular,147
U0692_862f3f,stable_shop_owner,216
U0693_a6e59c,seasonal_farmer,75
U0694_b94123,fraud_gaming,82
U0695_2f14a1,gig_worker,279
U0696_6788a0,thin_file_new_user,23
U0697_a4eaf9,gig_worker,307
U0698_ca8b6c,thin_file_new_user,21
U0699_f1aa58,stable_shop_owner,254
U0700_7ff7c1,stable_shop_owner,262
U0701_ed53d2,seasonal_farmer,89
U0702_f5eed9,stable_shop_owner,281
U0703_b0de63,risky_irregular,177
U0704_5dd648,stable_shop_owner,236
U0705_69dc9a,gig_worker,300
U0706_4796fa,risky_irregular,176
U0707_1afd5d,risky_irregular,188
U0708_32155e,seasonal_farmer,79
U0709_091aad,gig_worker,333
U0710_30af0f,fraud_gaming,52
U0711_8152ba,thin_file_new_user,24
U0712_293798,risky_irregular,152
U0713_9705ff,fraud_gaming,56
U0714_ec2ac2,risky_irregular,184
U0715_2575fa,stable_shop_owner,258
U0716_00c136,gig_worker,317
U0717_824e73,stable_shop_owner,252
U0718_5d80f2,thin_file_new_user,29
U0719_770481,fraud_gaming,87
U0720_f1dafc,gig_worker,307
U0721_1f0e5a,seasonal_farmer,84
U0722_e575fa,stable_shop_owner,292
U0723_7e8264,fraud_gaming,61
