user_id,persona,date,day_index,type,counterparty,amount_out,amount_in,fee,balance,seq
U0000_4a17e4,risky_irregular,2026-05-11,85,Cash Out,0175070648,1249.51,0.0,20.63,166.27,82
U0000_4a17e4,risky_irregular,2026-05-12,86,Pay Bill,0140147724,164.61,0.0,0.0,1.66,83
U0000_4a17e4,risky_irregular,2026-05-12,86,Mobile Recharge,0196688087,1.66,0.0,0.0,0.0,84
U0000_4a17e4,risky_irregular,2026-05-13,87,Pay Bill,0139522352,0.0,0.0,0.0,0.0,85
U0000_4a17e4,risky_irregular,2026-05-18,92,Cash Out,0166566074,0.0,0.0,0.0,0.0,86
U0000_4a17e4,risky_irregular,2026-05-18,92,Send Money,0187728845,0.0,0.0,0.0,0.0,87
U0000_4a17e4,risky_irregular,2026-05-18,92,Cash Out,0179949566,0.0,0.0,0.0,0.0,88
U0000_4a17e4,risky_irregular,2026-05-22,96,Cash In,0173454995,0.0,990.9,0.0,990.9,89
U0000_4a17e4,risky_irregular,2026-05-22,96,Cash Out,0145770259,906.47,0.0,14.36,70.07,90
U0000_4a17e4,risky_irregular,2026-05-22,96,Send Money,0113634271,55.13,0.0,0.0,14.94,91
U0000_4a17e4,risky_irregular,2026-05-22,96,Cash Out,0127232626,14.66,0.0,0.14,0.14,92
U0000_4a17e4,risky_irregular,2026-05-24,98,Payment,0178493235,0.14,0.0,0.0,0.0,93
U0000_4a17e4,risky_irregular,2026-05-24,98,Send Money,0149995792,0.0,0.0,0.0,0.0,94
U0000_4a17e4,risky_irregular,2026-05-24,98,Cash Out,0156446783,0.0,0.0,0.0,0.0,95
U0000_4a17e4,risky_irregular,2026-05-25,99,Payment,0130217951,0.0,0.0,0.0,0.0,96
U0000_4a17e4,risky_irregular,2026-05-25,99,Send Money,0106000958,0.0,0.0,0.0,0.0,97
U0000_4a17e4,risky_irregular,2026-05-27,101,Send Money,0164304868,0.0,0.0,0.0,0.0,98
U0000_4a17e4,risky_irregular,2026-05-28,102,Cash In,0108286171,0.0,1369.64,0.0,1369.64,99
U0000_4a17e4,risky_irregular,2026-06-01,106,Cash Out,0172701347,349.01,0.0,3.89,1016.74,100
U0000_4a17e4,risky_irregular,2026-06-01,106,Cash In,0167582701,0.0,916.26,0.0,1933.0,101
U0000_4a17e4,risky_irregular,2026-06-01,106,Cash Out,0114011859,1707.88,0.0,20.89,204.23,102
U0000_4a17e4,risky_irregular,2026-06-08,113,Send Money,0125087791,171.12,0.0,5.0,28.11,103
U0000_4a17e4,risky_irregular,2026-06-08,113,Cash Out,0199644655,21.76,0.0,0.31,6.04,104
U0000_4a17e4,risky_irregular,2026-06-08,113,Pay Bill,Bangladesh Power Development Board,6.04,0.0,0.0,0.0,105
U0000_4a17e4,risky_irregular,2026-06-09,114,Cash Out,0179917039,0.0,0.0,0.0,0.0,106
U0000_4a17e4,risky_irregular,2026-06-09,114,Cash Out,0110298631,0.0,0.0,0.0,0.0,107
U0000_4a17e4,risky_irregular,2026-06-09,114,Cash Out,0180669514,0.0,0.0,0.0,0.0,108
U0000_4a17e4,risky_irregular,2026-06-12,117,Send Money,0177125308,0.0,0.0,0.0,0.0,109
U0000_4a17e4,risky_irregular,2026-06-19,124,Send Money,0151138642,0.0,0.0,0.0,0.0,110
U0000_4a17e4,risky_irregular,2026-06-19,124,Cash In,0114124645,0.0,1158.55,0.0,1158.55,111
U0000_4a17e4,risky_irregular,2026-06-19,124,Send Money,0153671404,589.44,0.0,5.0,564.11,112
U0000_4a17e4,risky_irregular,2026-06-30,135,Send Money,0185251065,385.68,0.0,5.0,173.43,113
U0000_4a17e4,risky_irregular,2026-07-03,138,Send Money,0133096279,128.61,0.0,5.0,39.82,114
U0000_4a17e4,risky_irregular,2026-07-03,138,Cash Out,0129551730,39.52,0.0,0.3,0.0,115
U0000_4a17e4,risky_irregular,2026-07-03,138,Payment,0190419240,0.0,0.0,0.0,0.0,116
U0000_4a17e4,risky_irregular,2026-07-03,138,Cash In,0110054097,0.0,1410.14,0.0,1410.14,117
U0000_4a17e4,risky_irregular,2026-07-04,139,Send Money,0114124883,589.18,0.0,5.0,815.96,118
U0000_4a17e4,risky_irregular,2026-07-04,139,Payment,0110435276,141.73,0.0,0.0,674.23,119
U0000_4a17e4,risky_irregular,2026-07-04,139,Cash In,0143374463,0.0,1146.14,0.0,1820.37,120
U0000_4a17e4,risky_irregular,2026-07-08,143,Send Money,0187054519,1330.8,0.0,5.0,484.57,121
U0000_4a17e4,risky_irregular,2026-07-09,144,Send Money,0126174769,332.82,0.0,5.0,146.75,122
U0000_4a17e4,risky_irregular,2026-07-10,145,Cash In,0134630096,0.0,994.29,0.0,1141.04,123
U0000_4a17e4,risky_irregular,2026-07-10,145,Cash In,0128032219,0.0,593.4,0.0,1734.44,124
U0000_4a17e4,risky_irregular,2026-07-13,148,Cash Out,0127593905,1480.83,0.0,13.81,239.8,125
U0000_4a17e4,risky_irregular,2026-07-13,148,Send Money,0178481417,168.47,0.0,5.0,66.33,126
U0000_4a17e4,risky_irregular,2026-07-15,150,Payment,0184700261,25.01,0.0,0.0,41.32,127
U0000_4a17e4,risky_irregular,2026-07-15,150,Mobile Recharge,0158307294,20.0,0.0,0.0,21.32,128
U0000_4a17e4,risky_irregular,2026-07-15,150,Cash In,0184081288,0.0,925.07,0.0,946.39,129
U0000_4a17e4,risky_irregular,2026-07-16,151,Cash Out,0140173655,336.28,0.0,4.3,605.81,130
U0000_4a17e4,risky_irregular,2026-07-16,151,Send Money,0144958119,490.0,0.0,5.0,110.81,131
U0000_4a17e4,risky_irregular,2026-07-16,151,Cash In,0151991353,0.0,1286.05,0.0,1396.86,132
U0000_4a17e4,risky_irregular,2026-07-16,151,Cash Out,0170631392,1294.66,0.0,12.91,89.29,133
U0000_4a17e4,risky_irregular,2026-07-17,152,Cash In,0144417179,0.0,803.17,0.0,892.46,134
U0000_4a17e4,risky_irregular,2026-07-17,152,Payment,0190815969,364.4,0.0,0.0,528.06,135
U0000_4a17e4,risky_irregular,2026-07-17,152,Send Money,0131588247,211.14,0.0,5.0,311.92,136
U0000_4a17e4,risky_irregular,2026-07-17,152,Cash In,0156407987,0.0,525.6,0.0,837.52,137
U0000_4a17e4,risky_irregular,2026-07-18,153,Cash In,0184280435,0.0,800.14,0.0,1637.66,138
U0000_4a17e4,risky_irregular,2026-07-18,153,Send Money,0123323659,363.12,0.0,5.0,1269.54,139
U0000_4a17e4,risky_irregular,2026-07-21,156,Cash Out,0197307496,1001.31,0.0,17.49,250.74,140
U0000_4a17e4,risky_irregular,2026-07-21,156,Cash Out,0177050788,38.61,0.0,0.33,211.8,141
U0000_4a17e4,risky_irregular,2026-07-21,156,Cash Out,0100057218,147.85,0.0,2.51,61.44,142
U0000_4a17e4,risky_irregular,2026-07-21,156,Send Money,0177326048,29.25,0.0,0.0,32.19,143
U0000_4a17e4,risky_irregular,2026-07-26,161,Remittance Received,0175623626,0.0,772.97,0.0,805.16,144
U0000_4a17e4,risky_irregular,2026-07-26,161,Send Money,0109937242,23.13,0.0,0.0,782.03,145
U0000_4a17e4,risky_irregular,2026-07-26,161,Send Money,0142568698,346.4,0.0,5.0,430.63,146
U0000_4a17e4,risky_irregular,2026-07-26,161,Pay Bill,Bangladesh Power Development Board,430.63,0.0,0.0,0.0,147
U0000_4a17e4,risky_irregular,2026-07-28,163,Send Money,0136980900,0.0,0.0,0.0,0.0,148
U0000_4a17e4,risky_irregular,2026-07-28,163,Remittance Received,0141115448,0.0,744.11,0.0,744.11,149
U0000_4a17e4,risky_irregular,2026-07-28,163,Cash Out,0128835560,680.31,0.0,10.16,53.64,150
U0000_4a17e4,risky_irregular,2026-07-28,163,Payment,0107009878,53.64,0.0,0.0,0.0,151
U0000_4a17e4,risky_irregular,2026-08-01,167,Payment,0104574278,0.0,0.0,0.0,0.0,152
U0000_4a17e4,risky_irregular,2026-08-08,174,Payment,0190240816,0.0,0.0,0.0,0.0,153
U0000_4a17e4,risky_irregular,2026-08-08,174,Send Money,0135244363,0.0,0.0,0.0,0.0,154
U0000_4a17e4,risky_irregular,2026-08-12,178,Send Money,0125146980,0.0,0.0,0.0,0.0,155
U0000_4a17e4,risky_irregular,2026-08-12,178,Cash In,0121920371,0.0,496.2,0.0,496.2,156
U0000_4a17e4,risky_irregular,2026-08-12,178,Mobile Recharge,0150351992,20.0,0.0,0.0,476.2,157
U0000_4a17e4,risky_irregular,2026-08-12,178,Cash In,0127674838,0.0,608.7,0.0,1084.9,158
U0000_4a17e4,risky_irregular,2026-08-13,179,Send Money,0125699441,306.23,0.0,5.0,773.67,159
U0001_a5004c,seasonal_farmer,2026-03-31,44,Send Money,0153797061,1123.03,0.0,5.0,435.9,0
U0001_a5004c,seasonal_farmer,2026-03-31,44,Send Money,0183704992,303.83,0.0,5.0,127.07,1
U0001_a5004c,seasonal_farmer,2026-03-31,44,Send Money,0133863935,42.95,0.0,0.0,84.12,2
U0001_a5004c,seasonal_farmer,2026-03-31,44,Cash In,0138607534,0.0,17005.21,0.0,17089.33,3
U0001_a5004c,seasonal_farmer,2026-03-31,44,Pay Bill,Bangladesh Power Development Board,892.0,0.0,0.0,16197.33,4
U0001_a5004c,seasonal_farmer,2026-04-08,52,Cash In,0151478670,0.0,14090.5,0.0,30287.83,5
U0001_a5004c,seasonal_farmer,2026-04-08,52,Payment,0130562773,940.95,0.0,0.0,29346.88,6
U0001_a5004c,seasonal_farmer,2026-04-09,53,Send Money,0119330829,3086.86,0.0,5.0,26255.02,7
U0001_a5004c,seasonal_farmer,2026-04-10,54,Remittance Received,0150939886,0.0,17185.46,0.0,43440.48,8
U0001_a5004c,seasonal_farmer,2026-04-10,54,Send Money,0157045832,4893.78,0.0,5.0,38541.7,9
U0001_a5004c,seasonal_farmer,2026-04-12,56,Payment,0113281089,1503.54,0.0,0.0,37038.16,10
U0001_a5004c,seasonal_farmer,2026-04-12,56,Payment,0124555982,92.85,0.0,0.0,36945.31,11
U0001_a5004c,seasonal_farmer,2026-04-13,57,Cash In,0178731135,0.0,8698.33,0.0,45643.64,12
U0001_a5004c,seasonal_farmer,2026-04-13,57,Remittance Received,0115035254,0.0,10401.96,0.0,56045.6,13
U0001_a5004c,seasonal_farmer,2026-04-15,59,Pay Bill,0190385127,1278.0,0.0,0.0,54767.6,14
U0001_a5004c,seasonal_farmer,2026-04-15,59,Cash In,0127174909,0.0,16704.96,0.0,71472.56,15
U0001_a5004c,seasonal_farmer,2026-04-15,59,Mobile Recharge,0110584798,20.0,0.0,0.0,71452.56,16
U0001_a5004c,seasonal_farmer,2026-04-15,59,Pay Bill,0167961530,1192.66,0.0,0.0,70259.9,17
U0001_a5004c,seasonal_farmer,2026-04-18,62,Send Money,0108892127,4072.07,0.0,5.0,66182.83,18
U0001_a5004c,seasonal_farmer,2026-04-24,68,Remittance Received,0163665512,0.0,16331.59,0.0,82514.42,19
U0001_a5004c,seasonal_farmer,2026-04-25,69,Cash In,0106233276,0.0,7856.87,0.0,90371.29,20
U0001_a5004c,seasonal_farmer,2026-04-25,69,Cash Out,0158704729,5629.75,0.0,64.36,84677.18,21
U0001_a5004c,seasonal_farmer,2026-04-25,69,Cash Out,0156773904,3780.6,0.0,41.82,80854.76,22
U0001_a5004c,seasonal_farmer,2026-05-03,77,Send Money,0106357719,1488.59,0.0,5.0,79361.17,23
U0001_a5004c,seasonal_farmer,2026-05-03,77,Cash In,0126404045,0.0,17883.23,0.0,97244.4,24
U0001_a5004c,seasonal_farmer,2026-05-03,77,Cash In,0141972666,0.0,14282.29,0.0,111526.69,25
U0001_a5004c,seasonal_farmer,2026-05-08,82,Pay Bill,0128857128,1090.86,0.0,0.0,110435.83,26
U0001_a5004c,seasonal_farmer,2026-05-08,82,Pay Bill,Bangladesh Power Development Board,1309.05,0.0,0.0,109126.78,27
U0001_a5004c,seasonal_farmer,2026-05-12,86,Cash Out,0166017345,1642.82,0.0,18.52,107465.44,28
U0001_a5004c,seasonal_farmer,2026-05-12,86,Cash In,0135825007,0.0,9238.63,0.0,116704.07,29
U0001_a5004c,seasonal_farmer,2026-05-12,86,Cash In,0143843572,0.0,11463.01,0.0,128167.08,30
U0001_a5004c,seasonal_farmer,2026-05-12,86,Send Money,0190494652,4506.74,0.0,5.0,123655.34,31
U0001_a5004c,seasonal_farmer,2026-05-14,88,Remittance Received,0118465292,0.0,11913.8,0.0,135569.14,32
U0001_a5004c,seasonal_farmer,2026-05-14,88,Cash Out,0109182121,141.57,0.0,1.4,135426.17,33
U0001_a5004c,seasonal_farmer,2026-05-17,91,Send Money,0110353345,991.22,0.0,5.0,134429.95,34
U0001_a5004c,seasonal_farmer,2026-05-17,91,Cash In,0193171118,0.0,6826.86,0.0,141256.81,35
U0001_a5004c,seasonal_farmer,2026-05-18,92,Cash Out,0139428654,5940.19,0.0,47.62,135269.0,36
U0001_a5004c,seasonal_farmer,2026-05-18,92,Cash In,0114943662,0.0,18638.59,0.0,153907.59,37
U0001_a5004c,seasonal_farmer,2026-05-18,92,Remittance Received,0135678155,0.0,18529.47,0.0,172437.06,38
U0001_a5004c,seasonal_farmer,2026-05-18,92,Cash Out,0128802779,949.91,0.0,9.32,171477.83,39
U0001_a5004c,seasonal_farmer,2026-05-19,93,Cash In,0160152645,0.0,15290.48,0.0,186768.31,40
U0001_a5004c,seasonal_farmer,2026-05-19,93,Remittance Received,0155295789,0.0,15591.8,0.0,202360.11,41
U0001_a5004c,seasonal_farmer,2026-05-19,93,Remittance Received,0170926019,0.0,10699.21,0.0,213059.32,42
U0001_a5004c,seasonal_farmer,2026-05-20,94,Send Money,0127413570,1721.61,0.0,5.0,211332.71,43
U0001_a5004c,seasonal_farmer,2026-05-20,94,Send Money,0191149751,4680.13,0.0,5.0,206647.58,44
U0001_a5004c,seasonal_farmer,2026-05-20,94,Cash In,0132691769,0.0,6665.11,0.0,213312.69,45
U0001_a5004c,seasonal_farmer,2026-05-20,94,Cash In,0129533821,0.0,14223.07,0.0,227535.76,46
U0001_a5004c,seasonal_farmer,2026-05-21,95,Cash In,0162129954,0.0,12620.69,0.0,240156.45,47
U0001_a5004c,seasonal_farmer,2026-05-21,95,Pay Bill,0168168270,1517.42,0.0,15.17,238623.86,48
U0001_a5004c,seasonal_farmer,2026-05-21,95,Send Money,0140959126,1467.76,0.0,5.0,237151.1,49
U0001_a5004c,seasonal_farmer,2026-05-22,96,Send Money,0178504861,3313.73,0.0,5.0,233832.37,50
U0001_a5004c,seasonal_farmer,2026-05-22,96,Send Money,0126542270,4995.33,0.0,5.0,228832.04,51
U0001_a5004c,seasonal_farmer,2026-05-22,96,Cash Out,0107722384,684.5,0.0,5.42,228142.12,52
U0001_a5004c,seasonal_farmer,2026-05-23,97,Send Money,0179205342,4273.67,0.0,5.0,223863.45,53
U0001_a5004c,seasonal_farmer,2026-05-23,97,Remittance Received,0141513413,0.0,16178.47,0.0,240041.92,54
U0001_a5004c,seasonal_farmer,2026-05-23,97,Cash Out,0123032321,2287.93,0.0,36.8,237717.19,55
U0001_a5004c,seasonal_farmer,2026-05-23,97,Cash Out,0195683296,49.91,0.0,0.46,237666.82,56
U0001_a5004c,seasonal_farmer,2026-05-24,98,Cash In,0191436697,0.0,16272.0,0.0,253938.82,57
U0001_a5004c,seasonal_farmer,2026-05-24,98,Send Money,0120766844,3910.69,0.0,5.0,250023.13,58
U0001_a5004c,seasonal_farmer,2026-05-24,98,Remittance Received,0152258412,0.0,9318.63,0.0,259341.76,59
U0001_a5004c,seasonal_farmer,2026-05-24,98,Send Money,0194611704,2696.19,0.0,5.0,256640.57,60
U0001_a5004c,seasonal_farmer,2026-05-25,99,Mobile Recharge,0157080963,20.0,0.0,0.0,256620.57,61
U0001_a5004c,seasonal_farmer,2026-05-25,99,Cash Out,0121263787,1623.8,0.0,15.51,254981.26,62
U0001_a5004c,seasonal_farmer,2026-05-26,100,Cash In,0175793819,0.0,12418.59,0.0,267399.85,63
U0001_a5004c,seasonal_farmer,2026-05-26,100,Payment,0190203362,2813.0,0.0,0.0,264586.85,64
U0001_a5004c,seasonal_farmer,2026-05-26,100,Cash In,0110977260,0.0,18924.57,0.0,283511.42,65
U0001_a5004c,seasonal_farmer,2026-05-29,103,Cash In,0110923623,0.0,14929.53,0.0,298440.95,66
U0001_a5004c,seasonal_farmer,2026-05-29,103,Cash Out,0177682926,3814.68,0.0,33.7,294592.57,67
U0001_a5004c,seasonal_farmer,2026-05-29,103,Cash In,0174016125,0.0,10825.1,0.0,305417.67,68
U0001_a5004c,seasonal_farmer,2026-05-31,105,Payment,0112950602,2580.77,0.0,0.0,302836.9,69
U0001_a5004c,seasonal_farmer,2026-05-31,105,Mobile Recharge,0150070303,50.0,0.0,0.0,302786.9,70
U0001_a5004c,seasonal_farmer,2026-06-05,110,Send Money,0114607071,4982.05,0.0,5.0,297799.85,71
U0001_a5004c,seasonal_farmer,2026-06-05,110,Remittance Received,0115338131,0.0,6522.07,0.0,304321.92,72
U0001_a5004c,seasonal_farmer,2026-06-05,110,Remittance Received,0107943791,0.0,7425.95,0.0,311747.87,73
U0001_a5004c,seasonal_farmer,2026-06-09,114,Cash In,0160620015,0.0,15821.54,0.0,327569.41,74
U0001_a5004c,seasonal_farmer,2026-06-09,114,Payment,0101759463,4051.91,0.0,0.0,323517.5,75
U0001_a5004c,seasonal_farmer,2026-06-09,114,Send Money,0100569728,46.18,0.0,0.0,323471.32,76
U0001_a5004c,seasonal_farmer,2026-06-09,114,Cash In,0190971811,0.0,7262.64,0.0,330733.96,77
U0001_a5004c,seasonal_farmer,2026-06-09,114,Pay Bill,Bangladesh Power Development Board,614.53,0.0,6.15,330113.28,78
U0001_a5004c,seasonal_farmer,2026-06-19,124,Pay Bill,0132550515,1401.39,0.0,14.01,328697.88,79
U0001_a5004c,seasonal_farmer,2026-06-23,128,Payment,0176598400,5520.08,0.0,0.0,323177.8,80
U0001_a5004c,seasonal_farmer,2026-06-23,128,Remittance Received,0106317979,0.0,7937.14,0.0,331114.94,81
U0001_a5004c,seasonal_farmer,2026-06-23,128,Remittance Received,0123608203,0.0,16250.99,0.0,347365.93,82
U0001_a5004c,seasonal_farmer,2026-06-23,128,Cash In,0172611789,0.0,17084.03,0.0,364449.96,83
U0001_a5004c,seasonal_farmer,2026-07-13,148,Cash In,0141421153,0.0,14951.23,0.0,379401.19,84
U0001_a5004c,seasonal_farmer,2026-07-13,148,Cash In,0149222373,0.0,8237.43,0.0,387638.62,85
U0001_a5004c,seasonal_farmer,2026-07-13,148,Cash Out,0111852328,5534.96,0.0,57.84,382045.82,86
U0002_5ad29a,risky_irregular,2026-02-17,2,Send Money,0137100831,746.56,0.0,5.0,771.65,0
